City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,kars,40.602,43.095,-5.75,93,100,0.51,TR,1675016609
369,nelson,-41.2833,173.2833,20.72,96,99,0.45,NZ,1675016674
370,mazara del vallo,37.6641,12.588,10.52,72,21,2.52,IT,1675016674
371,key west,24.5557,-81.7826,26.0,74,40,8.23,US,1675016674
372,kudahuvadhoo,2.6708,72.8944,26.85,77,21,2.78,MV,1675016674
373,santa luzia,-19.7697,-43.8514,31.6,44,75,5.14,BR,1675016601
374,hazaribag,23.9833,85.35,13.49,33,0,0.8,IN,1675016675
375,grand gaube,-20.0064,57.6608,26.32,83,99,1.39,MU,1675016675
376,oskarshamn,57.2645,16.4484,4.99,83,100,8.3,SE,1675016675
377,besleney,44.2405,41.7387,2.02,70,100,1.88,RU,1675016675
378,mogzon,51.7435,111.9606,-21.5,100,90,0.67,RU,1675016676
379,shelburne,44.0787,-80.2041,-4.31,92,100,4.21,CA,1675016676
380,port-gentil,-0.7193,8.7815,27.98,78,20,2.57,GA,1675016676
381,lieksa,63.3167,30.0167,-1.95,93,99,5.1,FI,1675016676
382,socorro,31.6546,-106.3033,15.92,20,75,3.09,US,1675016677
383,azul,-36.777,-59.8585,32.36,23,0,4.33,AR,1675016677
384,kismayo,-0.3582,42.5454,24.97,82,51,7.82,SO,1675016677
385,najran,17.4924,44.1277,16.36,52,17,1.71,SA,1675016593
386,demerval lobao,-5.3583,-42.6764,30.67,37,17,1.55,BR,1675016529
387,key largo,25.0865,-80.4473,28.0,79,86,8.08,US,1675016677
388,weihai,37.5017,122.1136,-0.34,65,0,4.55,CN,1675016678
389,adrar,20.5022,-10.0711,19.54,30,46,3.68,MR,1675016678
390,orlik,52.5178,99.825,-20.62,88,100,1.0,RU,1675016678
391,general roca,-39.0333,-67.5833,38.68,10,0,10.85,AR,1675016678
392,leeuwarden,53.2014,5.8086,6.67,93,100,6.69,NL,1675016679
393,samfya,-11.3649,29.5565,19.54,86,90,0.79,ZM,1675016679
394,invercargill,-46.4,168.35,13.58,64,76,1.53,NZ,1675016679
395,rochegda,62.8,43.25,-7.65,94,98,3.9,RU,1675016679
396,beisfjord,68.3751,17.5988,-1.96,92,98,3.21,NO,1675016680
397,novyy buh,47.6931,32.5216,-2.67,71,57,4.16,UA,1675016680
398,ulagan,50.6321,87.9563,-11.54,87,100,1.12,RU,1675016680
399,tazovskiy,67.4667,78.7,-27.1,100,97,2.21,RU,1675016680
400,sakhon nakhon,17.1612,104.1472,10.85,60,5,2.95,TH,1675016681
401,fukuma,33.7667,130.4667,5.0,58,100,9.61,JP,1675016681
402,bambous virieux,-20.3428,57.7575,26.23,89,40,2.06,MU,1675016681
403,pangody,65.85,74.4859,-31.94,100,63,1.89,RU,1675016681
404,gambissara,13.2382,-14.3108,32.53,8,89,2.76,SN,1675016682
405,lodingen,68.414,15.9951,-1.03,89,100,5.59,NO,1675016682
406,aleksandrovskiy zavod,50.9237,117.9374,-27.27,99,53,1.43,RU,1675016682
407,nakamura,32.9833,132.9333,0.94,86,18,2.08,JP,1675016504
408,pleshanovo,52.8333,53.4833,-15.45,98,96,1.93,RU,1675016682
409,goderich,43.7501,-81.7165,-1.72,80,99,7.72,CA,1675016683
410,amazar,53.858,120.875,-29.68,100,27,1.38,RU,1675016683
411,rio tuba,8.5061,117.4317,26.06,82,100,6.05,PH,1675016683
412,timra,62.487,17.3257,0.82,93,100,2.57,SE,1675016683
413,kushima,31.4583,131.2333,6.12,87,53,2.53,JP,1675016684
414,belaya gora,68.5333,146.4167,-40.92,100,41,0.98,RU,1675016684
415,lewisville,33.0462,-96.9942,4.67,90,100,7.2,US,1675016684
416,alta floresta,-9.8756,-56.0861,25.39,82,86,1.97,BR,1675016684
417,road town,18.4167,-64.6167,28.05,69,40,7.2,VG,1675016685
418,matay,28.419,30.7792,18.52,40,89,6.11,EG,1675016685
419,huaraz,-9.5333,-77.5333,15.29,73,100,2.16,PE,1675016685
420,robertsport,6.7533,-11.3686,26.96,78,78,4.06,LR,1675016686
421,rumuruti,0.267,36.5389,17.43,55,29,6.48,KE,1675016686
422,sioux lookout,50.1001,-91.917,-22.96,70,20,2.57,CA,1675016686
423,dagda,56.0951,27.5372,-0.9,96,100,4.05,LV,1675016686
424,marrakesh,31.6315,-8.0083,14.04,44,20,1.54,MA,1675016687
425,dosso,13.049,3.1937,26.65,9,69,2.89,NE,1675016687
426,tilichiki,60.4667,166.1,-0.02,86,100,17.25,RU,1675016687
427,harper,4.375,-7.7169,27.16,76,100,3.27,LR,1675016687
428,vorobyevka,50.6451,40.9245,-3.31,97,100,2.61,RU,1675016688
429,beringovskiy,63.05,179.3167,-5.2,96,100,5.2,RU,1675016688
430,platteville,42.7342,-90.4785,-9.37,67,100,4.63,US,1675016450
431,sinnamary,5.3833,-52.95,26.73,72,37,4.4,GF,1675016688
432,jumla,29.2747,82.1838,1.02,56,0,3.48,NP,1675016688
433,medicine hat,50.0501,-110.6683,-17.38,69,100,5.14,CA,1675016689
434,surin,14.8818,103.4936,14.54,62,19,6.25,TH,1675016689
435,tacuati,-23.45,-56.5833,34.27,41,72,1.76,PY,1675016689
436,boyolangu,-8.1181,111.8935,24.02,92,100,0.92,ID,1675016689
437,college,64.8569,-147.8028,-5.03,88,100,2.06,US,1675016690
438,yerbogachen,61.2767,108.0108,-15.09,97,100,2.23,RU,1675016690
439,laje,-10.1833,-40.9667,33.13,21,0,5.97,BR,1675016690
440,nizhniy kuranakh,58.8353,125.4869,-31.84,99,99,1.27,RU,1675016690
441,shache,38.4167,77.2406,-8.95,91,61,1.65,CN,1675016691
442,bilibino,68.0546,166.4372,-17.49,93,100,2.26,RU,1675016691
443,griffith,41.5284,-87.4237,-0.27,88,100,7.2,US,1675016461
444,japura,-0.3167,102.35,22.17,99,100,1.18,ID,1675016691
445,himatangi,-40.4,175.3167,19.4,98,100,0.82,NZ,1675016691
446,podgornoye,51.735,39.1496,-6.88,93,75,2.0,RU,1675016692
447,masasi,-10.7167,38.8,22.43,76,58,2.12,TZ,1675016692
448,surt,31.2089,16.5887,13.75,36,0,3.45,LY,1675016692
449,kargasok,59.0556,80.8572,-10.38,93,81,4.38,RU,1675016693
450,caravelas,-17.7125,-39.2481,29.01,59,84,4.29,BR,1675016693
451,huron,41.1501,-82.5499,6.7,90,100,4.4,US,1675016693
452,chimbote,-9.0853,-78.5783,24.82,67,87,4.21,PE,1675016396
453,casas grandes,30.3667,-107.95,16.36,28,50,5.47,MX,1675016693
454,marsa matruh,31.3525,27.2453,15.52,62,0,4.26,EG,1675016694
455,arlit,18.7369,7.3853,20.79,4,74,3.44,NE,1675016694
456,zatoka,46.0725,30.4654,0.87,71,100,7.56,UA,1675016694
457,coahuayana,18.7333,-103.6833,31.97,29,1,2.52,MX,1675016694
458,kaeo,-35.1,173.7833,21.29,96,100,5.42,NZ,1675016677
459,gat,31.61,34.7642,15.78,100,94,2.72,IL,1675016695
460,ostersund,63.1792,14.6357,2.56,87,75,6.69,SE,1675016695
461,hovd,48.0056,91.6419,-15.71,67,22,1.04,MN,1675016695
462,anadyr,64.75,177.4833,-2.72,92,75,13.0,RU,1675016695
463,general pico,-35.6566,-63.7568,33.84,21,0,6.1,AR,1675016499
464,bagdarin,54.4333,113.6,-24.18,96,52,1.48,RU,1675016696
465,bowen,-20.0167,148.2333,26.37,74,99,4.9,AU,1675016566
466,vidalia,32.2177,-82.4135,11.88,93,100,0.0,US,1675016696
467,krasnoselkup,65.7,82.4667,-26.44,100,94,2.11,RU,1675016696
468,parrita,9.5201,-84.3225,29.4,48,94,2.88,CR,1675016696
469,sambava,-14.2667,50.1667,25.86,92,96,2.15,MG,1675016697
470,karonga,-9.9333,33.9333,24.39,82,37,1.73,MW,1675016697
471,egvekinot,66.3167,-179.1667,-10.4,88,87,5.31,RU,1675016697
472,limon,10.0,-83.0333,28.36,69,0,3.09,CR,1675016698
473,inta,66.0317,60.1659,-9.33,83,100,7.3,RU,1675016698
474,nyrob,60.733,56.7202,-12.58,95,100,3.75,RU,1675016698
475,semey,50.4111,80.2275,-18.43,95,23,0.92,KZ,1675016698
476,varna,43.2167,27.9167,1.24,85,100,4.63,BG,1675016641
477,tabuk,17.4189,121.4443,18.79,89,100,1.93,PH,1675016604
478,yeppoon,-23.1333,150.7333,21.88,81,89,1.92,AU,1675016699
479,lexington,37.9887,-84.4777,8.0,87,100,6.17,US,1675016483
480,merauke,-8.4667,140.3333,26.83,82,100,1.84,ID,1675016699
481,ciorasti,45.4333,27.3,-3.89,88,48,2.29,RO,1675016699
482,tarskoye,42.967,44.7711,-2.86,82,100,0.93,RU,1675016699
483,mansehra,34.3333,73.2,7.72,80,100,0.9,PK,1675016700
484,san pedro,14.35,121.0167,23.57,82,20,1.03,PH,1675016568
485,gorontalo,0.5412,123.0595,23.72,96,100,1.63,ID,1675016700
486,christchurch,-43.5333,172.6333,18.84,93,100,5.14,NZ,1675016486
487,mairana,-18.1167,-63.9333,19.73,87,98,1.31,BO,1675016700
488,banda aceh,5.5577,95.3222,24.99,88,95,4.24,ID,1675016700
489,erice,38.037,12.5865,7.26,87,20,1.54,IT,1675016701
490,eustis,28.8528,-81.6853,28.39,63,0,4.63,US,1675016701
491,caliling,9.9804,122.4814,25.86,87,100,9.55,PH,1675016701
492,san quintin,30.4833,-115.95,13.56,68,93,1.61,MX,1675016651
493,saint-denis,48.9167,2.3333,5.06,72,100,3.09,FR,1675016702
494,lafia,8.4833,8.5167,34.04,26,85,0.82,NG,1675016702
495,urgut,39.4022,67.2431,-3.21,65,44,2.06,UZ,1675016702
496,basoko,1.2391,23.616,23.74,73,56,1.73,CD,1675016703
497,omsukchan,62.5333,155.8,-18.21,98,100,5.39,RU,1675016703
498,malinyi,-8.9333,36.1333,23.43,87,8,0.95,TZ,1675016703
499,sola,-13.8833,167.55,24.37,100,20,0.0,VU,1675016704
500,kibaya,-5.3,36.5667,17.87,72,79,2.75,TZ,1675016704
501,ayan,56.45,138.1667,-23.66,73,47,5.19,RU,1675016704
502,mandalgovi,45.7625,106.2708,-13.13,64,0,2.26,MN,1675016705
503,ochamchira,42.7121,41.4721,8.5,87,98,1.65,GE,1675016705
504,luanda,-8.8368,13.2343,28.0,74,40,5.14,AO,1675016584
505,umm kaddadah,13.6017,26.6876,26.83,9,97,4.7,SD,1675016706
506,smyrna,33.884,-84.5144,12.81,68,100,2.06,US,1675016706
507,moindou,-21.6924,165.677,23.25,83,66,1.54,NC,1675016706
508,almaznyy,48.0448,40.045,0.29,86,100,2.69,RU,1675016706
509,yanam,16.7333,82.2167,23.87,76,7,3.33,IN,1675016707
510,sattahip,12.6664,100.9007,21.05,56,65,5.14,TH,1675016707
511,panguna,-6.3164,155.4848,20.61,96,98,0.59,PG,1675016707
512,havelock,34.8791,-76.9013,20.0,55,0,5.14,US,1675016708
513,kralendijk,12.15,-68.2667,25.64,74,29,8.2,BQ,1675016595
514,thibodaux,29.7958,-90.8229,22.77,95,100,2.24,US,1675016708
515,huarmey,-10.0681,-78.1522,24.3,73,100,3.75,PE,1675016708
516,balikpapan,-1.2675,116.8289,23.55,100,75,1.54,ID,1675016709
517,powell,40.1578,-83.0752,7.17,94,100,1.79,US,1675016709
518,pabrade,55.0,25.7833,-0.42,95,100,5.09,LT,1675016709
519,hailey,43.5196,-114.3153,-10.0,82,100,6.71,US,1675016709
520,hohhot,40.8106,111.6522,-16.84,66,0,2.0,CN,1675016710
521,novobirilyussy,56.9514,90.6661,-11.12,91,100,4.39,RU,1675016710
522,prince rupert,54.3161,-130.3201,1.83,75,0,5.66,CA,1675016444
523,banepa,27.6298,85.5214,10.63,76,20,1.54,NP,1675016710
524,istanbul,41.0351,28.9833,3.92,81,75,3.6,TR,1675016164
525,manaure,11.7751,-72.4445,29.67,52,20,9.62,CO,1675016711
526,narsaq,60.9167,-46.05,-10.88,68,100,4.18,GL,1675016711
527,ushtobe,45.2514,77.9838,-12.99,89,62,3.16,KZ,1675016711
528,neuquen,-38.9516,-68.0591,36.94,19,0,8.23,AR,1675016702
529,willmar,45.1219,-95.0433,-17.11,71,0,3.6,US,1675016712
530,inongo,-1.95,18.2667,23.95,85,73,1.91,CD,1675016712
531,gairo,39.8497,9.5047,5.65,94,48,2.08,IT,1675016712
532,makambako,-8.8453,34.823,15.08,95,43,2.55,TZ,1675016712
533,olafsvik,64.8945,-23.7142,-0.54,72,72,7.99,IS,1675016713
534,seoul,37.5683,126.9778,-1.34,73,0,0.51,KR,1675016408
535,guapore,-28.8456,-51.8903,28.17,74,44,0.53,BR,1675016713
536,hlotse,-28.8718,28.045,17.5,66,85,6.08,LS,1675016713
537,alofi,-19.0595,-169.9187,23.94,94,52,1.03,NU,1675016714
538,mpika,-11.8343,31.4529,17.4,95,95,1.05,ZM,1675016714
539,jalu,29.0331,21.5482,14.66,39,0,4.37,LY,1675016714
540,vila,42.0304,-8.1588,3.49,78,4,1.88,PT,1675016714
541,ixtapa,20.7,-105.2,25.57,65,40,3.09,MX,1675016596
542,iranshahr,27.2025,60.6848,9.19,81,0,0.0,IR,1675016715
543,vilhena,-12.7406,-60.1458,21.12,100,75,3.6,BR,1675016715
544,warwick,41.7001,-71.4162,12.1,72,100,12.35,US,1675016715
545,mokhotlong,-29.2894,29.0675,12.35,86,65,3.76,LS,1675016716
546,gornesti,46.6713,24.6476,-0.21,75,86,2.4,RO,1675016716
547,nyaunglebin,17.95,96.7333,22.27,56,18,1.8,MM,1675016716
548,lorengau,-2.0226,147.2712,27.17,78,92,1.46,PG,1675016510
549,jiuquan,39.7432,98.5174,-7.07,47,42,1.78,CN,1675016716
550,aasiaat,68.7098,-52.8699,-15.5,73,92,8.63,GL,1675016460
551,gizo,-8.103,156.8419,27.49,77,100,2.8,SB,1675016717
552,honiara,-9.4333,159.95,24.76,90,100,2.06,SB,1675016717
553,nouadhibou,20.931,-17.0347,19.99,56,21,7.2,MR,1675016493
554,celestun,20.8667,-90.4,28.61,53,7,2.13,MX,1675016717
555,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.67,63,75,5.0,RU,1675016717
556,vanimo,-2.6741,141.3028,25.66,86,67,1.17,PG,1675016718
557,batayurt,43.3194,46.6854,3.98,79,100,2.45,RU,1675016718
558,santa cruz,-17.8,-63.1667,30.03,66,75,7.2,BO,1675016718
559,aktau,43.65,51.2,-3.68,49,19,5.28,KZ,1675016719
560,challans,46.8436,-1.8749,5.11,84,59,2.64,FR,1675016719
561,puerto del rosario,28.5004,-13.8627,17.86,48,20,5.14,ES,1675016719
562,husavik,66.0449,-17.3389,-3.03,94,100,7.13,IS,1675016458
563,atagay,55.1033,99.3875,-14.98,93,98,0.91,RU,1675016719
564,dinard,48.6314,-2.0614,6.21,81,100,3.6,FR,1675016720
565,sakaiminato,35.55,133.2333,1.99,87,75,4.63,JP,1675016720
566,troitsko-pechorsk,62.7084,56.1964,-11.92,93,100,4.08,RU,1675016720
567,la joya,18.6667,-99.4667,28.73,23,0,2.04,MX,1675016473
568,concepcion del uruguay,-32.4825,-58.2372,35.91,17,0,4.48,AR,1675016484
569,warrington,53.3925,-2.5802,9.14,86,40,6.69,GB,1675016721
570,kargopol,61.5071,38.9456,-5.27,95,100,4.16,RU,1675016472
571,krasnyy chikoy,50.3643,108.7512,-16.64,99,100,0.7,RU,1675016721
572,ust-maya,60.4167,134.5333,-48.92,100,63,0.31,RU,1675016721
573,sinjai,-5.1241,120.253,24.17,86,80,1.82,ID,1675016722
574,rio gallegos,-51.6226,-69.2181,20.03,42,75,6.17,AR,1675016564
575,visakhapatnam,17.69,83.2093,25.94,73,9,2.06,IN,1675016722
576,inhambane,-23.865,35.3833,26.45,82,0,5.49,MZ,1675016722
577,ust-kulom,61.6864,53.6902,-11.8,93,100,3.63,RU,1675016722
578,biak,-0.9131,122.8766,24.33,83,92,1.19,ID,1675016723
579,iringa,-7.7667,35.7,15.36,90,59,2.36,TZ,1675016723
580,mana,5.6592,-53.7767,25.77,82,66,3.87,GF,1675016723
581,penha,-26.7694,-48.6458,26.93,83,40,6.17,BR,1675016528
582,santa barbara,34.7333,-120.0343,10.05,79,100,0.0,US,1675015983
583,mayo,38.8876,-76.5119,10.1,67,100,4.63,US,1675016724
584,andenes,69.3143,16.1194,-0.6,86,75,2.06,NO,1675016724
585,alyangula,-13.8483,136.4192,27.68,79,94,3.8,AU,1675016724
586,varciorog,46.9667,22.3,-1.59,85,78,0.51,RO,1675016724
587,fairfield,41.2668,-73.3162,10.38,65,100,5.14,US,1675016604
